width,creator_id,height,video_description,comment_count,like_count,duration,create_time,view_count,share_count,video_id
1080.0,54c845c9-e0a1-4c1f-a498-3b5f1c966383,720.0,unboxing on fitness!,894.0,253113.63264767933,113.0,1751121483.0,467376.0,2806.0,6fc2cf3d-3f77-4b7e-9d21-899fc10feaf3
720.0,54c845c9-e0a1-4c1f-a498-3b5f1c966383,1080.0,reaction on tech!,501.0,253113.63264767933,121.0,1749307083.0,706444.0,479.0,80bceb49-5e65-4a00-a27f-0c4ed1e12f3b
1080.0,54c845c9-e0a1-4c1f-a498-3b5f1c966383,1080.0,review on food!,7093.0,93031.0,94.45944039501528,1751207883.0,859267.0,1028.0,45495106-ed0a-4a0f-8d3a-d761b0ce6e20
1080.0,54c845c9-e0a1-4c1f-a498-3b5f1c966383,1080.0,challenge on travel!,6634.0,340109.0,110.0,1749220683.0,494478.7454455933,3307.0,98c37ff6-7b4f-4098-855a-4ad05d1477f5
897.9699248120301,54c845c9-e0a1-4c1f-a498-3b5f1c966383,1080.0,unboxing on fitness!,4999.513470681458,160424.0,106.0,1749479883.0,317115.0,1148.0,275f181c-5634-4182-b617-929ef67b3bc5
897.9699248120301,54c845c9-e0a1-4c1f-a498-3b5f1c966383,720.0,challenge on fashion!,8393.0,366450.0,30.0,1749825483.0,624507.0,3350.0,b35cc896-65c6-4ef3-ac03-e4aab9505bab
720.0,54c845c9-e0a1-4c1f-a498-3b5f1c966383,1080.0,reaction on beauty!,4999.513470681458,470377.0,72.0,1751294283.0,494478.7454455933,4329.0,5dfe4c56-9ffc-4dca-8f92-b7187c215beb
1080.0,54c845c9-e0a1-4c1f-a498-3b5f1c966383,720.0,reaction on beauty!,8985.0,7409.0,64.0,1748788683.0,171986.0,1680.0,0307e248-afb2-437d-95e3-1143324d1569
897.9699248120301,54c845c9-e0a1-4c1f-a498-3b5f1c966383,1080.0,review on beauty!,6375.0,253113.63264767933,153.0,1748011083.0,906453.0,4830.0,c106bc5e-fb35-4e71-b0c4-290b7221350c
897.9699248120301,54c845c9-e0a1-4c1f-a498-3b5f1c966383,896.6165413533835,reaction on tech!,3884.0,124634.0,128.0,1749998283.0,608367.0,940.0,a9c3fbe3-809b-4e20-8b24-56e1534fd15b
720.0,54c845c9-e0a1-4c1f-a498-3b5f1c966383,720.0,vlog on fitness!,5458.0,222360.0,94.45944039501528,1751467083.0,282749.0,72.0,511175ca-0870-41cf-929f-0cb6fe8d1942
720.0,54c845c9-e0a1-4c1f-a498-3b5f1c966383,720.0,review on tech!,8680.0,32503.0,102.0,1750257483.0,89040.0,986.0,bc2e0735-c878-4f57-bf95-aaeadf33ce8c
720.0,54c845c9-e0a1-4c1f-a498-3b5f1c966383,1080.0,challenge on fitness!,7506.0,253113.63264767933,93.0,1752849483.0,193103.0,1544.0,2ed5fe1e-7150-4b00-9973-273695a0f8fb
1080.0,54c845c9-e0a1-4c1f-a498-3b5f1c966383,1080.0,challenge on food!,8925.0,90514.0,143.0,1752849483.0,730970.0,2906.0,966f994f-ce35-45c3-bd21-2e81fbeac6f4
897.9699248120301,54c845c9-e0a1-4c1f-a498-3b5f1c966383,720.0,review on travel!,4501.0,441970.0,97.0,1751726283.0,761798.0,3711.0,be707dd2-7d20-4cd7-817b-4e1e82c9757b
1080.0,54c845c9-e0a1-4c1f-a498-3b5f1c966383,720.0,unboxing on fashion!,3861.0,167944.0,37.0,1750516683.0,513288.0,854.0,ce0c8b0b-d6e1-4f96-a6d2-b02df2509b4f
1080.0,25c4ef1e-7cbf-4a69-956b-ffff60a1edd5,1080.0,challenge on food!,240.0,465233.0,56.0,1752503883.0,56512.0,4545.0,4da6a662-2c76-408f-b3da-bb9d50f315c3
720.0,25c4ef1e-7cbf-4a69-956b-ffff60a1edd5,720.0,vlog on fashion!,3431.0,341491.0,128.0,1751294283.0,444591.0,4356.0,0f5db5d9-b1f8-4f14-b269-eeaa1705b404
720.0,25c4ef1e-7cbf-4a69-956b-ffff60a1edd5,1080.0,challenge on tech!,4999.513470681458,367943.0,164.0,1748961483.0,138273.0,464.0,107ce313-fa4b-464b-92e6-97c55589abfe
720.0,25c4ef1e-7cbf-4a69-956b-ffff60a1edd5,1080.0,vlog on tech!,2252.0,380750.0,20.0,1750084683.0,144116.0,522.0,bd7c277b-5ec4-4432-aa1d-f51e0cce668d
1080.0,25c4ef1e-7cbf-4a69-956b-ffff60a1edd5,720.0,vlog on fitness!,6872.0,253113.63264767933,87.0,1750862283.0,409887.0,3650.0,fdbaab06-8ac7-420c-8b6c-b8bd71569e1f
720.0,25c4ef1e-7cbf-4a69-956b-ffff60a1edd5,1080.0,reaction on fitness!,4999.513470681458,12763.0,133.0,1752417483.0,257857.0,1854.0,e96199a7-11f4-48e1-989e-612f13a71e22
720.0,25c4ef1e-7cbf-4a69-956b-ffff60a1edd5,1080.0,review on food!,1936.0,270530.0,157.0,1750689483.0,179582.0,834.0,f4cd4d81-34d2-4f17-a19f-cade3dd4f09b
720.0,25c4ef1e-7cbf-4a69-956b-ffff60a1edd5,1080.0,unboxing on beauty!,4233.0,130998.0,19.0,1749047883.0,226479.0,2188.0,67873809-a532-43f3-b0f8-d15ef75e85e9
720.0,25c4ef1e-7cbf-4a69-956b-ffff60a1edd5,896.6165413533835,challenge on beauty!,8867.0,58284.0,20.0,1749566283.0,544836.0,2222.0,4c739bb1-c8ec-4a45-9f21-8a0c6083f3b4
720.0,25c4ef1e-7cbf-4a69-956b-ffff60a1edd5,720.0,challenge on fashion!,7613.0,368243.0,94.45944039501528,1750343883.0,129917.0,2069.0,49e13121-1b65-45b0-97ab-a93f7e40b37b
720.0,25c4ef1e-7cbf-4a69-956b-ffff60a1edd5,1080.0,unboxing on beauty!,5836.0,125661.0,40.0,1753022283.0,449940.0,1721.0,d5f7cbb0-006a-4e08-940a-1fcfa553ecf0
1080.0,25c4ef1e-7cbf-4a69-956b-ffff60a1edd5,1080.0,reaction on fitness!,5481.0,84917.0,33.0,1749825483.0,494478.7454455933,4236.0,4bba0288-0ee2-48b2-b8f1-590e9c1da268
1080.0,25c4ef1e-7cbf-4a69-956b-ffff60a1edd5,1080.0,vlog on food!,4649.0,183801.0,50.0,1749134283.0,868527.0,3999.0,c7624eaf-d92a-49f1-853a-f0efc9dd2db4
720.0,25c4ef1e-7cbf-4a69-956b-ffff60a1edd5,720.0,vlog on beauty!,4003.0,151110.0,90.0,1748875083.0,494478.7454455933,2998.0,d842da6e-8321-4e1c-950c-38cf216ad341
1080.0,25c4ef1e-7cbf-4a69-956b-ffff60a1edd5,1080.0,reaction on fitness!,142.0,253113.63264767933,73.0,1752676683.0,577732.0,243.0,f64096d4-d145-4b73-9b51-af9b2dd4fd76
720.0,25c4ef1e-7cbf-4a69-956b-ffff60a1edd5,720.0,vlog on travel!,6277.0,109845.0,24.0,1749652683.0,955490.0,2175.0,3e32f731-b523-457d-b84b-000445523634
1080.0,25c4ef1e-7cbf-4a69-956b-ffff60a1edd5,896.6165413533835,reaction on food!,4999.513470681458,11998.0,74.0,1752244683.0,926095.0,14.0,2f7153a7-431e-4f98-b154-b84c496bc458
720.0,25c4ef1e-7cbf-4a69-956b-ffff60a1edd5,720.0,unboxing on fitness!,9047.0,472959.0,79.0,1750689483.0,458747.0,1776.0,83e08ff6-30de-42d3-b207-c2fbec17e967
1080.0,25c4ef1e-7cbf-4a69-956b-ffff60a1edd5,1080.0,challenge on fashion!,1626.0,121521.0,94.45944039501528,1748097483.0,555316.0,4268.0,749e6a21-485e-439a-9fc5-57090ad71edb
1080.0,25c4ef1e-7cbf-4a69-956b-ffff60a1edd5,1080.0,unboxing on travel!,4931.0,471167.0,50.0,1749307083.0,666448.0,2535.6222222222223,33e5f9ff-ba6b-4f21-8a34-d4b22e33f57e
720.0,25c4ef1e-7cbf-4a69-956b-ffff60a1edd5,720.0,reaction on beauty!,2338.0,140164.0,165.0,1749393483.0,198467.0,995.0,641249a2-41f8-4470-92b9-47cf8085719e
1080.0,25c4ef1e-7cbf-4a69-956b-ffff60a1edd5,720.0,vlog on beauty!,1227.0,292070.0,149.0,1747838283.0,221237.0,2884.0,52c8ca32-6dd1-41cd-8da1-651c6ce04982
720.0,25c4ef1e-7cbf-4a69-956b-ffff60a1edd5,720.0,unboxing on food!,5600.0,253113.63264767933,92.0,1747838283.0,747550.0,1002.0,1a5f41c3-1bb1-4769-898f-2ffd7e1a4c62
1080.0,25c4ef1e-7cbf-4a69-956b-ffff60a1edd5,720.0,challenge on fashion!,3983.0,490850.0,61.0,1748961483.0,340580.0,2120.0,77239311-f922-49c7-ba7f-5372e9540d63
1080.0,25c4ef1e-7cbf-4a69-956b-ffff60a1edd5,720.0,unboxing on fashion!,4999.513470681458,9086.0,170.0,1750257483.0,57564.0,2446.0,4bb15824-6423-47b4-bcf2-635fc4f7e7f5
720.0,25c4ef1e-7cbf-4a69-956b-ffff60a1edd5,720.0,reaction on tech!,1394.0,472310.0,118.0,1749998283.0,563119.0,846.0,f61ce08f-ce51-4c3f-8e29-00bab3181b1c
720.0,25c4ef1e-7cbf-4a69-956b-ffff60a1edd5,1080.0,review on fashion!,5038.0,253113.63264767933,41.0,1751726283.0,499510.0,2658.0,f947a433-44e0-43c6-a042-18256a2bb8cb
720.0,25c4ef1e-7cbf-4a69-956b-ffff60a1edd5,896.6165413533835,reaction on beauty!,4999.513470681458,105612.0,145.0,1752676683.0,702507.0,4481.0,394e20d8-73c2-461a-abdf-ddf7bd94a3ac
1080.0,8d671101-5462-42fa-9652-3b01351ae912,720.0,vlog on food!,6659.0,136118.0,169.0,1752244683.0,533826.0,1052.0,b979c6e6-313e-4bfa-be99-deccb4f3bb98
720.0,8d671101-5462-42fa-9652-3b01351ae912,720.0,challenge on travel!,2833.0,206532.0,60.0,1748615883.0,115482.0,1452.0,2fb0d993-aa5b-42ce-88a9-4c7ed0f93c76
1080.0,8d671101-5462-42fa-9652-3b01351ae912,720.0,reaction on beauty!,2065.0,292763.0,172.0,1751467083.0,898962.0,1852.0,3d4e9322-8cdc-4f13-8c60-8af773a0d636
720.0,8d671101-5462-42fa-9652-3b01351ae912,720.0,review on food!,4999.513470681458,368698.0,74.0,1748788683.0,804948.0,2114.0,3c19a59f-7e7f-4ddb-89e7-b74a8f19ecbb
1080.0,8d671101-5462-42fa-9652-3b01351ae912,1080.0,reaction on fashion!,221.0,151589.0,15.0,1749393483.0,494478.7454455933,3297.0,7bb298d2-fed3-423c-ace4-8584bc19f4a7
720.0,8d671101-5462-42fa-9652-3b01351ae912,720.0,vlog on travel!,6255.0,253113.63264767933,95.0,1749393483.0,369608.0,1737.0,092b279b-b7c5-423e-8c35-f08f8e326198
1080.0,8d671101-5462-42fa-9652-3b01351ae912,1080.0,unboxing on beauty!,4999.513470681458,344188.0,37.0,1748788683.0,776458.0,4806.0,ce4ed480-a24f-427f-a040-033a9ee3835d
897.9699248120301,8d671101-5462-42fa-9652-3b01351ae912,1080.0,review on food!,6822.0,313554.0,132.0,1748529483.0,494478.7454455933,2535.6222222222223,c97b4944-a13f-4457-9255-2d0a36fb3495
1080.0,8d671101-5462-42fa-9652-3b01351ae912,1080.0,review on fitness!,9893.0,197986.0,169.0,1748270283.0,494478.7454455933,2535.6222222222223,b5901899-adf3-42ea-a75e-b0aa3f99603a
720.0,8d671101-5462-42fa-9652-3b01351ae912,1080.0,reaction on food!,3345.0,253113.63264767933,39.0,1752503883.0,578673.0,4887.0,db0565eb-1c71-4291-babd-0d55dfaeca5f
1080.0,8d671101-5462-42fa-9652-3b01351ae912,720.0,unboxing on fitness!,9396.0,419439.0,158.0,1752935883.0,494478.7454455933,3182.0,3ebde1c2-7288-4373-b37e-1a4c7e0cf1b2
720.0,8d671101-5462-42fa-9652-3b01351ae912,1080.0,reaction on tech!,8453.0,198821.0,92.0,1748443083.0,870242.0,2694.0,36a17360-0453-4b1e-a6c7-6770a8132981
720.0,8d671101-5462-42fa-9652-3b01351ae912,720.0,review on fitness!,8363.0,253113.63264767933,144.0,1753022283.0,732968.0,101.0,d3ec77d6-5322-40b5-9fa8-f317c4a4da0e
897.9699248120301,8d671101-5462-42fa-9652-3b01351ae912,1080.0,unboxing on food!,4841.0,253113.63264767933,25.0,1749134283.0,341752.0,2535.6222222222223,920faaa8-c29e-4f4d-99f0-2f02b8d03200
720.0,8d671101-5462-42fa-9652-3b01351ae912,720.0,reaction on fashion!,835.0,475521.0,88.0,1751207883.0,327472.0,2286.0,738d9146-e6a3-4c88-8e54-254e3a5f7085
1080.0,8d671101-5462-42fa-9652-3b01351ae912,720.0,unboxing on beauty!,6072.0,398455.0,73.0,1751639883.0,494478.7454455933,3358.0,d578a37c-fb78-4ac6-98c0-45e918c29ab8
720.0,7ef7d968-0779-44aa-9019-409de5cfcae9,720.0,unboxing on fashion!,8362.0,150923.0,94.0,1749393483.0,888796.0,2889.0,66c4f734-0e2d-4ba0-a94f-93f90c5ed20c
1080.0,7ef7d968-0779-44aa-9019-409de5cfcae9,720.0,vlog on fitness!,4999.513470681458,388622.0,128.0,1752244683.0,813700.0,4985.0,11a73307-fea6-40a8-b5e5-36ba9fced4ed
720.0,7ef7d968-0779-44aa-9019-409de5cfcae9,1080.0,review on travel!,7327.0,419350.0,25.0,1749393483.0,308251.0,3985.0,9e47afd0-dfcf-46a7-a21c-05779ab53c12
720.0,7ef7d968-0779-44aa-9019-409de5cfcae9,1080.0,vlog on tech!,2137.0,35746.0,176.0,1749393483.0,760110.0,7.0,431b42f7-e826-43b4-b79f-5cb29c8624b8
720.0,7ef7d968-0779-44aa-9019-409de5cfcae9,720.0,vlog on fitness!,9352.0,177319.0,133.0,1748183883.0,494478.7454455933,4082.0,a8605de0-6d80-4a5b-a9a5-c5386a1f6e31
1080.0,7ef7d968-0779-44aa-9019-409de5cfcae9,720.0,challenge on beauty!,4526.0,56827.0,39.0,1750171083.0,317858.0,4236.0,cac4013e-c81b-4eb2-927d-79dcff6093b7
1080.0,7ef7d968-0779-44aa-9019-409de5cfcae9,720.0,challenge on tech!,5023.0,177541.0,84.0,1749739083.0,415079.0,3537.0,d99b9f5f-3685-409c-b31a-58b4786f9483
1080.0,7ef7d968-0779-44aa-9019-409de5cfcae9,1080.0,challenge on tech!,7783.0,412877.0,14.0,1749739083.0,684894.0,308.0,e2e1df36-13c8-4a88-8367-77564e28e7e0
1080.0,7ef7d968-0779-44aa-9019-409de5cfcae9,1080.0,challenge on tech!,4547.0,366595.0,111.0,1751380683.0,653451.0,3573.0,8e792893-4e09-419f-bf64-c88b4137a0a2
720.0,7ef7d968-0779-44aa-9019-409de5cfcae9,720.0,reaction on food!,482.0,397873.0,20.0,1751467083.0,70305.0,3558.0,911eb379-4d10-4dda-8d92-9cb3effa800b
720.0,7ef7d968-0779-44aa-9019-409de5cfcae9,1080.0,challenge on fashion!,9527.0,253113.63264767933,51.0,1749393483.0,540977.0,3366.0,ac264089-0032-41cc-881e-6e047452da22
1080.0,7ef7d968-0779-44aa-9019-409de5cfcae9,1080.0,vlog on beauty!,7673.0,435214.0,94.45944039501528,1750775883.0,860014.0,2473.0,3e028f23-d293-4721-af1b-27275450701f
720.0,7ef7d968-0779-44aa-9019-409de5cfcae9,720.0,review on beauty!,4999.513470681458,159683.0,79.0,1749479883.0,713092.0,2106.0,d40053d0-4c23-4cc9-88c4-0b55f9d0a9b6
1080.0,7ef7d968-0779-44aa-9019-409de5cfcae9,1080.0,unboxing on travel!,1064.0,295379.0,61.0,1752331083.0,132296.0,4297.0,70ac0625-1c0a-4a5d-bbb5-b8020b6c01ac
720.0,7ef7d968-0779-44aa-9019-409de5cfcae9,1080.0,challenge on tech!,6095.0,253113.63264767933,141.0,1748011083.0,771443.0,891.0,e19888ec-d071-48f9-9288-6aea81a10549
1080.0,7ef7d968-0779-44aa-9019-409de5cfcae9,1080.0,challenge on food!,5483.0,253113.63264767933,177.0,1747838283.0,782599.0,2495.0,1bdf5e7e-8f28-429c-bf8d-8be6d5937278
1080.0,7ef7d968-0779-44aa-9019-409de5cfcae9,1080.0,vlog on beauty!,3981.0,253113.63264767933,94.45944039501528,1753022283.0,196974.0,1748.0,1badede4-0454-4cea-a1dc-7934a9eecc0c
1080.0,7ef7d968-0779-44aa-9019-409de5cfcae9,720.0,challenge on travel!,7095.0,63347.0,165.0,1753022283.0,935158.0,4883.0,63c08d62-7ede-4a86-b74b-6f98078bb864
897.9699248120301,7ef7d968-0779-44aa-9019-409de5cfcae9,1080.0,vlog on beauty!,3347.0,253113.63264767933,39.0,1748875083.0,886843.0,1165.0,8a3eed05-ca9d-4890-ac5b-7724d2c346be
1080.0,7ef7d968-0779-44aa-9019-409de5cfcae9,1080.0,vlog on beauty!,9721.0,234960.0,19.0,1752503883.0,189174.0,1168.0,3ad99254-68f3-4ba2-84c0-f53f60c5ddfd
720.0,7ef7d968-0779-44aa-9019-409de5cfcae9,1080.0,unboxing on beauty!,5815.0,319054.0,138.0,1747924683.0,40583.0,382.0,a193847e-a82f-47f1-9ef0-2bdbc779f26b
1080.0,7ef7d968-0779-44aa-9019-409de5cfcae9,720.0,challenge on fashion!,6002.0,390868.0,67.0,1753022283.0,472414.0,2535.6222222222223,9e14a276-3d88-4730-9025-f5ad5993dcb0
1080.0,a98043a6-757e-4d8e-84cd-eb69677402a5,1080.0,vlog on fashion!,1209.0,253113.63264767933,94.45944039501528,1752763083.0,105398.0,502.0,5191d777-22bb-4dd1-84fd-d7a6bf719911
1080.0,a98043a6-757e-4d8e-84cd-eb69677402a5,720.0,reaction on fitness!,3793.0,253113.63264767933,89.0,1751294283.0,730311.0,4929.0,9df10708-602f-432b-b0de-63533e132946
1080.0,a98043a6-757e-4d8e-84cd-eb69677402a5,1080.0,challenge on travel!,4285.0,229819.0,40.0,1748443083.0,398128.0,2152.0,780087d1-2542-424c-8ef4-2d67441935d7
1080.0,a98043a6-757e-4d8e-84cd-eb69677402a5,720.0,unboxing on fitness!,5988.0,34530.0,43.0,1749307083.0,379128.0,3717.0,a68f6b27-9c50-4906-87fa-9122d447e4b7
720.0,a98043a6-757e-4d8e-84cd-eb69677402a5,720.0,challenge on beauty!,2808.0,246986.0,113.0,1749911883.0,681793.0,238.0,2b94c10b-97e2-4e2f-9c01-e82a28dda479
1080.0,a98043a6-757e-4d8e-84cd-eb69677402a5,1080.0,unboxing on beauty!,6352.0,54898.0,156.0,1751812683.0,935539.0,2535.6222222222223,c592c82a-0938-4368-8c62-d03e0f3a7551
1080.0,a98043a6-757e-4d8e-84cd-eb69677402a5,1080.0,unboxing on travel!,3184.0,269618.0,75.0,1750343883.0,964314.0,664.0,f5c4df94-3554-4ab8-a09f-11241b5747b7
720.0,a98043a6-757e-4d8e-84cd-eb69677402a5,1080.0,challenge on travel!,6152.0,253113.63264767933,39.0,1750948683.0,721890.0,4854.0,f3824cdc-5f7e-49ec-b6a0-e4658ce47f0b
720.0,a98043a6-757e-4d8e-84cd-eb69677402a5,1080.0,vlog on travel!,6593.0,81615.0,109.0,1752763083.0,162266.0,1523.0,a11d4e93-5851-4e32-b71d-2305a3cc1c6d
1080.0,a98043a6-757e-4d8e-84cd-eb69677402a5,896.6165413533835,review on fitness!,1430.0,253113.63264767933,46.0,1749652683.0,314664.0,2707.0,e47315eb-2498-4483-b41f-41b422d6a91e
720.0,a98043a6-757e-4d8e-84cd-eb69677402a5,896.6165413533835,vlog on food!,8671.0,442263.0,172.0,1750257483.0,831842.0,4109.0,309b6f4f-9419-4972-8311-e1a21fd2fdad
1080.0,a98043a6-757e-4d8e-84cd-eb69677402a5,1080.0,unboxing on fashion!,564.0,74890.0,30.0,1748702283.0,194126.0,1659.0,5261bd99-2d36-48ee-888d-6ff2eed4fccf
720.0,a98043a6-757e-4d8e-84cd-eb69677402a5,1080.0,unboxing on food!,6272.0,328909.0,170.0,1748183883.0,403676.0,3268.0,a3c04a0b-cf56-4eca-9bcb-9fddec6f02e7
1080.0,a98043a6-757e-4d8e-84cd-eb69677402a5,720.0,review on tech!,6799.0,292473.0,20.0,1748183883.0,524844.0,2559.0,e5ad1ef0-8385-467f-a7f9-0a14bb764a75
720.0,a98043a6-757e-4d8e-84cd-eb69677402a5,720.0,vlog on food!,1746.0,390831.0,178.0,1749911883.0,930314.0,668.0,4fddf1f6-9e49-448a-9501-49542f6ed17f
720.0,a98043a6-757e-4d8e-84cd-eb69677402a5,720.0,challenge on fitness!,4999.513470681458,284764.0,94.45944039501528,1750171083.0,934303.0,4978.0,2a409947-89f8-4611-8b9c-075e2d8671a5
1080.0,a98043a6-757e-4d8e-84cd-eb69677402a5,1080.0,vlog on tech!,910.0,469725.0,169.0,1750171083.0,494478.7454455933,3427.0,977a6976-ec7c-4708-9499-7d98ce3658dd
1080.0,a98043a6-757e-4d8e-84cd-eb69677402a5,720.0,reaction on tech!,1091.0,253113.63264767933,94.45944039501528,1752331083.0,239686.0,2046.0,999e799a-4264-404a-ac65-6b54e13d303f
1080.0,a98043a6-757e-4d8e-84cd-eb69677402a5,720.0,challenge on travel!,3456.0,245421.0,17.0,1748443083.0,584960.0,3922.0,c474534d-0bbc-4563-bc47-c6eb09352976
720.0,a98043a6-757e-4d8e-84cd-eb69677402a5,1080.0,unboxing on food!,6985.0,334921.0,94.45944039501528,1750343883.0,868567.0,2535.6222222222223,24af9dc3-6493-4f82-beb0-59fcf195129d
720.0,a98043a6-757e-4d8e-84cd-eb69677402a5,720.0,unboxing on travel!,9693.0,235906.0,26.0,1751294283.0,961463.0,1261.0,59137894-fe72-4c03-be10-03b78994d795
1080.0,a98043a6-757e-4d8e-84cd-eb69677402a5,720.0,reaction on beauty!,4999.513470681458,253113.63264767933,11.0,1748529483.0,50235.0,2535.6222222222223,f50e77c8-8ab3-44c9-878f-18e3994424e9
720.0,b7945511-7688-442e-8795-99b90ed33e15,720.0,challenge on fitness!,2233.0,253113.63264767933,76.0,1751467083.0,2912.0,2043.0,dfacc408-02ee-403c-95f4-b6fab75b0bce
1080.0,b7945511-7688-442e-8795-99b90ed33e15,1080.0,unboxing on fitness!,5848.0,57943.0,98.0,1748011083.0,494478.7454455933,1691.0,f09b6e45-8da7-408f-b5ff-2aa44417e38d
720.0,b7945511-7688-442e-8795-99b90ed33e15,1080.0,challenge on travel!,9269.0,253113.63264767933,93.0,1751553483.0,111105.0,577.0,bf7ff3cf-7470-4999-bc2d-b12f495fedd8
1080.0,b7945511-7688-442e-8795-99b90ed33e15,720.0,unboxing on food!,8565.0,494426.0,175.0,1749825483.0,494478.7454455933,4804.0,f28d76d9-d5e9-4fad-acc0-e50701fa5c3f
720.0,b7945511-7688-442e-8795-99b90ed33e15,720.0,review on food!,33.0,99661.0,43.0,1750430283.0,667523.0,715.0,19fa6893-9e52-4841-bbc6-bdc0050fdfaa
720.0,b7945511-7688-442e-8795-99b90ed33e15,720.0,unboxing on food!,2842.0,204985.0,26.0,1748788683.0,776108.0,2472.0,dd43dc24-a9a4-42a2-8e0d-88f0b0f26111
1080.0,b7945511-7688-442e-8795-99b90ed33e15,1080.0,review on travel!,5880.0,253113.63264767933,131.0,1751985483.0,809299.0,3998.0,c1a194a6-ec7f-46ab-86fd-b374387b3eae
720.0,b7945511-7688-442e-8795-99b90ed33e15,720.0,review on fitness!,2160.0,240013.0,61.0,1749911883.0,98782.0,4862.0,01b89d03-f270-4d22-9852-67bb351c8aef
1080.0,b7945511-7688-442e-8795-99b90ed33e15,720.0,vlog on fashion!,1664.0,253113.63264767933,54.0,1751899083.0,40170.0,2832.0,87c34c33-b0f4-4d32-bede-0f14426869ec
1080.0,b7945511-7688-442e-8795-99b90ed33e15,1080.0,review on food!,8050.0,253113.63264767933,123.0,1749393483.0,290657.0,4591.0,bc42f101-ab4e-460e-a5d6-f505ae845cd7
1080.0,b7945511-7688-442e-8795-99b90ed33e15,1080.0,challenge on food!,4458.0,126270.0,139.0,1751467083.0,494478.7454455933,1412.0,25ab6dc7-a255-4b11-bd63-2f56d19ce0cb
1080.0,b7945511-7688-442e-8795-99b90ed33e15,1080.0,challenge on beauty!,6442.0,105713.0,106.0,1751207883.0,992567.0,191.0,88f7ba9f-dccb-44bd-84a8-9f56ac507a35
720.0,b7945511-7688-442e-8795-99b90ed33e15,1080.0,review on tech!,309.0,253113.63264767933,52.0,1748356683.0,619849.0,2535.6222222222223,2dd9ea57-d730-4087-a89f-1fb675fb7d51
1080.0,b7945511-7688-442e-8795-99b90ed33e15,720.0,reaction on fitness!,3929.0,444755.0,144.0,1750603083.0,113021.0,3994.0,6898e065-97f6-4f43-a9a9-3966fa27f5d1
897.9699248120301,b7945511-7688-442e-8795-99b90ed33e15,896.6165413533835,reaction on tech!,2891.0,253113.63264767933,20.0,1749479883.0,333194.0,4457.0,df4fe57d-925a-4041-a6a1-a165b10bd437
897.9699248120301,b7945511-7688-442e-8795-99b90ed33e15,720.0,reaction on tech!,2634.0,253113.63264767933,94.45944039501528,1750084683.0,523038.0,4818.0,85837239-0535-4bf4-b098-808716747f39
1080.0,b7945511-7688-442e-8795-99b90ed33e15,1080.0,reaction on fitness!,7535.0,267434.0,36.0,1751812683.0,845055.0,992.0,e1bdbc4c-b00c-475f-b29e-7c0d33dd020d
720.0,b7945511-7688-442e-8795-99b90ed33e15,720.0,unboxing on fashion!,5489.0,253113.63264767933,94.45944039501528,1749220683.0,646215.0,2008.0,b4a306c8-3dcb-46e6-9acf-efb7d25c0cbb
